,username,date,review_text
532,kindajason,1763856000000,"Amazing protagonist. I love you, Murderbot. 1 like"
533,April Polasek,1763769600000,"I picked this up because a friend had expressed how hilarious this series was… I don’t know if I’m just not understanding, but this def did not hit the mark for me. I found it quite boring. Was hoping for a similar style as Andy Weir but this wasn’t it."
534,Cat,1763856000000,"Finally got to read this after watching the tv show. I love the snark, Dr. Mensah, and the poly-normative world. Murderbot’s internal dialogue felt stilted and the more robotic parts not well integrated with the emotional sides. Which while consistent with the character’s growth, didn’t quite land for me. It was a bit too jarring. So, a novella! From little I’ve gathered, Wells got to lead the new tv series, and I think all the additions to smooth out and extend the story were fantastic there. It fascinated me that there was almost no description of any character’s appearance beyond clothing. It took me until the end to realize, when I realized I’d been hearing the actors voices and had no idea if they matched their physical descriptions. It left me wondering what I would have assumed if I read this without the tv show to fill in the gaps. I’ve been reading a lot of books with ASD coded characters, but they tend to have pretty mild presentation. Murderbot is more in the moderate range. “So you don’t have a governor module, but we could punish you by looking at you.” We’re left wondering which things are coping mechanisms it’ll grow out of and which are intrinsic. The contrast with Gurathin, who also seems mild ASD here (but more traumatized in the show) was also intriguing but didn’t really get off the ground. I really appreciated getting this inside look, and am really curious about the next novellas (and hopefully tv seasons!) in this series."
535,Madilyn,1763769600000,"A quick, enjoyable read. I don't usually read this genre, but found humor in the perspective in this one."
536,Bryony Stoykova,1763769600000,"⭐️⭐️⭐️⭐️✨How can something called Murderbot be cute, not sure. Exciting and interesting too, but wholesome in a way."
537,Emily Clifton,1765065600000,"Murderbot is a dry-humored, introverted, and cynically self-aware anthropomorphic AI who plays security for a team of scientists researching a relatively unknown planet. Even though I didn’t find Murderbot relatable (I love making eye contact and socializing), its dispassionate narration and love for mindless entertainment easily won me over. In my opinion, you have to like Murderbot to like the book. While there are certainly other characters, Murderbot’s prickly charm carries the story. Wells lays the groundwork for potentially great conversations around capitalism, media consumption, and autonomy, and I’m excited to see where she takes them. The world-building seems promising too, so I will definitely be continuing with the series! Thanks, Lexi https://www.goodreads.com/user/show/1... ,for the solid recommendation! seal-of-approval 4 likes"
538,A.,1763769600000,This entire review has been hidden because of spoilers. Show full review
539,Alaina Belrose,1763856000000,"murderbot was so relatable, a quick read that just gets RIGHT into it. The plot picked right up and didn’t waste any time but also didn’t feel rushed. Excited for the next one! 1 like"
540,Claudia,1763769600000,Delightful. I must read more Murderbot.
541,Iva,1763769600000,I loved this! This is usually not my genre but I could not put it down. I already got the second one. I loved spending time with both Murderbot and the crew he was in charge of protecting. 2 likes
542,Stephanie,1763769600000,I guess I'm just not a sci-fi fan. Sorry Martha.
543,Lydia Morse,1763769600000,This book rocks! Murderbot is one of the most easily lovable characters I have ever read. It seems to me like anyone who reads this book will be able to relate to murderbot at some point in the story. Highly recommend!!!
544,Inas,1763769600000,"okay ngl i tried reading the book a few times but i kept falling asleep. but then i listened to the dramatized adaptation of the audiobook after watching the first episode of the apple tv series and i was able to finish the whole thing!! the story is okay. i liked it. but i wouldn’t say it’s amazing. the murderbot itself is funny and relatable af. i ADORED him. he’s like me in that he’s always doing a half-assed version of his job as long as he can get away with it. my hero. The whole group had been remarkably drama-free so far, which I appreciated. The last few contracts had been like being an involuntary bystander in one of the entertainment feed’s multi-partner relationship serials except I’d hated the whole cast. but not knowing nor understanding the human characters in detail was so frustrating. they were just…names. to me. maybe it’s bc it’s a novella? not a novel? only after watching the first episode of the show could i go through the whole book bc the show gave me a better idea of the group and each individual. i’m definitely listening to the next books after this. i just really love david cui cui’s narration! his flattery is flat enough to be a robot yet with a tiny tinge of emotions to pull off narrating a rogue unit. but yeah, still just a 3-star from me. it was okay. not amazing or life-changing. the dramatized audio definitely makes it okay when the book by itself would have been given a 1,5 stars from me lol."
545,Rachel Shoe,1763769600000,So cute??? I relate to Murderbot quite a lot
546,Amberjoynelson,1763769600000,"Nice futuristic tale of a rogue robot. Definitely just a set up for future books, but fairly enjoyable"
547,Sandra Castro,1763769600000,"""All Systems Red"" is a sharp, clever, and surprisingly heartfelt sci-fi novella that hooked me from the beginning. Martha Wells delivers a compact story that balances action, humor, and character depth in a way that feels effortless. Murderbot is easily the highlight: cynical, awkward, and deeply relatable despite being a security construct. Its inner monologue is hilarious in the driest way possible, but also unexpectedly moving as it wrestles with autonomy, identity, and the uncomfortable reality of caring about the humans it’s supposed to ignore. The plot itself is tight and engaging. The isolated planetary setting creates a constant low-level tension, and the mystery surrounding the sabotage keeps the story propelling forward. Even though the book is short, the author builds the world clearly enough that you’re immersed without ever feeling bogged down by exposition. Overall, ""All Systems Red"" is a fantastic start to the series: smart, funny and fast-paced short novella. libby 10 likes 1 comment"
548,Keita,1763769600000,how does one relate to murderbot? how can a story about murderbot be so wholesome ?
549,Selene,1765670400000,"4.25 ⭐️ Murderbot is a half-robot half-human construct who hacked its governor module to allow itself to disobey its programming... and then decided than the best possible use for its newfound free will was to spend its days watching TV. Honestly, relatable. ""I could have become a mass murderer after I hacked my governor module, but then I realized I could access the combined feed of entertainment channels carried on the company satellites. It had been well over 35,000 hours or so since then, with still not much murdering, but probably, I don't know, a little under 35,000 hours of movies, serials, books, plays, and music consumed. As a heartless killing machine, I was a terrible failure."" 0-150-pages adult science-fiction ...more"
550,Alyssa,1764288000000,"Very fun read! Not my usual genre, but I really enjoyed the action and the sci-fi elements. Murderbot is kind of hilarious and almost concerningly relatable. It cares a lot for the humans around it for something that should be incapable of caring. At it's core, Murderbot is a people pleaser, which is very ironic for a robot designed to kill. My only critique is that some aspects of daily life in this universe are a little confusing, and never quite explained. 1 like"
551,Christian Bager,1763769600000,"This tries to answer what happens to a murderous robot that gains a conscious. And the answer is watching TV shows, and becoming quite human. And frequently you do find yourself forgetting it’s a robot, till it’s suddenly story relevant. That aside, it’s an easy enjoyable read. 1 like"
552,Anna,1763769600000,3.75
553,Heather,1763769600000,"I love the premise and our protagonist. However, the story was rushed and the world building lacking, which made following the plot a bit difficult. I disliked the ending, it felt as if it was shocking only for the purpose of shocking I guess I expected more, but it was 150 pages long, i should've known haha 2025 f-buddy-read g-sci-fi ...more 2 likes"
554,A,1763769600000,listened to this as an audiobook. this is more of a novella than an audiobook. the concept was ok but I got nothing from this book.
555,Amber,1763769600000,"I had no idea what to expect except: not too many pages, sci-fi and goodreads and storygraph endlessly recommending this to me. I loved it. The humor, the way it was written and easy to read, the action packed story, and the semi open end. I will read more of this. 2 likes"
556,Ochocud,1763769600000,La personalidad de Matabot y lo interesante del argumento hacen de este relato breve una lectura muy entretenida.
557,Andrew Sherwood,1763769600000,This entire review has been hidden because of spoilers. Show full review
558,Maxime,1763683200000,"I loved this book but it was too short. Easy to read, ni characters."
559,bayleefie,1763683200000,"i liked this book, read it for class and i like the way that murderbot is kind of implied to be autistic. :) 1 like"
560,Laura Krause,1763942400000,"This will now be my go-to example for how a skillful author can achieve phenomenal world-building/character growth and establishing and a perfectly paced story without needing hundreds and hundreds of pages to do it. My primary reading genre is fantasy/high fantasy/romantasy, and so many new authors in this category tend to overwrite their books because they think if their books aren't girthy tomes then they won't be as ""epic"" or have a fleshed out fantasy world. This book is I think only a little over 100 pages (I read the audiobook so it was only 3 hours as opposed to the normal range of 10-20+ hours for many other books I read) and it told such a well-crafted story. I also never thought I would be relating to a character who calls itself ""murderbot"" or that said bot would be absolutely hilarious. If you're a sci-fi fan, or need to break a reading slump and need something short and unintimidating but don't want to sacrifice any quality, then absolutely pick this up and fall in love with Murderbot like I did."
561,Iliyan,1763683200000,"Бот убиец, който си е хакнал софтуера, за да гледа сериали. 1 like"
562,liberty,1764460800000,"Loved it! This had an entertaining plot, an atmospheric setting, a relatable main character, and endearing side characters. It was satisfying, but didn’t quite give me that five star feel."
563,Ampersand Inc.,1763683200000,"I enjoyed every page of my wild ride through the galaxy with Murderbot and its humans. I liked the shorter, novella length books the most, with the slower pace of the novel, Network Effect, dragging a bit by comparison, but I didn't resent getting to spend more time with Murderbot, ART, and the rest of the crew. I highly recommend this one, even to people just dipping their toes into ""hard"" scifi for the first time. Plus, with the show releasing on Apple+, there are lots of new fans to share the excitement with! dani-s-reads"
564,Mercy Koehler,1765584000000,3.5 i liked the bratty lazy robot vibe but i should have read the book all at once 1 like
565,Neha,1763683200000,"This story follows a sarcastic, hilarious cyborg whose inner dialogue absolutely steals the show. His humor adds the perfect dose of wit and charm to the plot. I don’t usually read this genre, but I thoroughly enjoyed it and can’t wait for the rest of the series—and the TV adaptation!"
566,Miranda,1763683200000,"I think I need to switch to print for future books in this series. The audiobook is objectively great and comes highly recommended, but this just isn't the type of read to listen to for me. I am interested enough to keep going but I'm going to refrain from rating for now."
567,Megan,1763683200000,"I’m conflicted… on one hand I enjoyed the set up and basis of the story. On the other hand, the ending seemed abrupt and anticlimactic, and I kind of disliked it but I want to see where the story goes in the next one. classics-bookclub-ideas sci-fi suggested-for-bookclub"
568,Stephenee Foster,1763683200000,Somehow this was super wholesome????
569,Kyle Tro,1763683200000,Super fun little story about a robot. Very Asimov-esque. Thoroughly enjoyed it
570,Molly Mattison,1763683200000,This is like an adult version of the Wild Robot in the best way. I listened to the graphic audio while working and it entertained me perfectly.
571,Megan Hendy,1763683200000,"I enjoyed my introduction to Muderbot and its funny quirks! I appreciated the development of the world and the complex relationships of humans, humanoids, and robots."
572,Meredith Sheridan,1763683200000,Cute
573,Reading101,1763683200000,3.5
574,shahd,1763683200000,4.5
575,Valeria Gallardo,1763596800000,3.75⭐️ Very easy and fast pacing read
576,Lori Palen,1764115200000,"SecUnit was a great character, and I loved its relationship with its humans. Reminiscent of Becky Chambers’ Wayfarers series, which I loved. That being said, in this book, the resolution of the mystery/crisis felt very rushed."
577,comebymoonlight,1763596800000,I did not expect to relate quite so strongly to a robot built for killing things.
578,Jessica,1763596800000,"This book was a delicious little appetizer. It had just enough to whet my appetite and make me want to continue exploring the world. There’s not much time for plot or character development, and the plot jumps forward in fits and starts, but the concept is intriguing and I’m curious to see where it goes next."
579,Martin Lee,1763596800000,"Interesting storyline, but the plot is flat—there are no twists or surprising elements. The whole “what makes it a robot” and “what makes them human” theme feels cliché. The length of the story is perfect; if it were any longer, I probably wouldn’t have been able to finish the book. 1 like 2 comments"
580,Gabriel Vendríes,1763596800000,4/5 Todos tenemos algo de Matabot 🤖
581,Sydney Landin,1763596800000,Just a sassy little murder bot who learns that maybe the real murder is the friends we made along the way?
582,Maggie,1763683200000,"Delightful! The highlight for me were the characters and, of course, Murderbot’s perfect sarcasm and humor. Its preference for watching serials rather than interacting with humans or performing its job was especially relatable—and honestly one of the most charming parts of its personality. My only drawbacks were the short length and the limited plot development. I found myself wanting more time in this world. Still, it’s a fast, witty, and incredibly entertaining read, glad I picked it up. 1 like"
583,Natalie,1763596800000,"I tried reading this a couple years ago and couldn't get into it. So many people love it, I decided to try one more time with the audio. Listening at 2x speed it only took 1.5 hours, but it felt much longer. I just didn't really care about anything that was happening. The story dumps you right in and it takes a minute to get the ins and outs of the world. I spent the first bit feeling confused. There is a fine balance between world overload and not enough information and this book did not reach it. Even by the end I wasn't entirely sure what Murderbot was. It was confusing. Maybe if I understood the world better, I would've enjoyed this book more. I didn't understand who the people were on this world, what they were doing there, what the villains were trying to protect - it just wasn't that enjoyable because too much information was missing. And I actually love mysteries, but with those there is a logical set up, which includes missing puzzle pieces. This one felt more like one of my 8 year old students trying to tell a complex story and leaving out all kinds of important information but I don't want to ask questions because they story was already going on too long. I read that some people found Murderbot amusing, but I didn't find him that intriguing. Not really a character that I'd want to know more. I think the most interesting part was the group of scientists trying to figure out how to treat Murderbot. I won't be reading anymore in the series. 2025 audio from-tbr ...more 4 likes"
584,Meaghan,1763596800000,"Loved this - only took off a star for the ending (was hoping the whole team would go on more adventures together), there are more in the series so I’m intrigued to see where it goes. 1 like"
585,Erin,1763683200000,"Not me over here relating more to a robot than humans. Even the robots want to be left alone to watch their shows. I love Murderbot. He was super funny, loveable and neurodivergent coded. This book explores being overworked in society by greedy corporations, freedom, authenticity, atonomy, identity and humanity. I love the main character, but not sure yet if I will continue the series. SciFi isn’t my thing usually and I find sci-Fi hard to follow. The narrator was amazing and I would like to check out the show. I will also be adding “entertainment feed “ to my daily vocabulary 🤖📺 sci-fi"
586,James,1763596800000,"This is a great page turner, by a writer who knows what she is doing. In the old days this would be called ""hard science fiction"". e.g. Stuff by Heinlein, Asimov etc.. The future has 'augmented' humans and 'secbots' and others. Secbots are partly organic, and mostly made to provide security on a leased basis. The protagonist, a rogue secbot, is leased to an exploratory group, and his peculiar skills. He goes off piste, mayhem ensues: bad people are eliminated. Highly recommended. I'm asking the library for Artificial Condition, 2nd in the series. FWIW Ashleigh Mattern and I are friends and I have found her book recommendations worth my time. This one is one of hers. 1 like 1 comment"
587,Gayle,1763596800000,"Murderbot (self-named) is a security unit consisting of both organic and inorganic components, who has secretly detached from the controls that force obedience. On assignment to a research team on a potentially-useful planet, the team comes under attack from an unknown entity. How can Murderbot preserve the team and itself? This novella was loaned to me by my daughter, with several others available if I choose to read them. I enjoyed this very much, although it's not my usual. I find myself rooting for this personality-under-development as it navigates the line between flying under the radar of being detected, and doing what it's supposed to do and wants to do. Besides, you know, the team it's associated with, with their various foibles. If you think you will like it, you will."
588,briisreads,1763596800000,“my humans” 🥹🥹🥹 2025 1 like 1 comment
589,Erika Frandsen,1763596800000,I like seeing that 4 of my goodreads friends have also all rated this 4 stars. Unity. 2 likes
590,Isabela,1763596800000,meh
591,Caa,1763596800000,"for the first time in forever, a book truly shut me up. like I could not talk shit about this even if I had a g*n pointed on my head, yes. it’s that amazing. no, I’m not dramatic. the internal monologue, the “ found family family “ trope, ahh everything is just michelin stars chef kiss x absolutely-good"
592,Amanda Davies,1763596800000,4.5
593,Shannon Anderson,1763683200000,"I'm not a huge sci-fi reader, I feel like I really need to be grabbed in the beginning to commit. The expanse is one of my favorite book series, of any genre, but I haven't been able to find something similar. While this one isn't exactly ""similar"", it has a style that reminds me of the expanse and I enjoyed it. I plan on going through the series. Added bonus that when I googled it I found out it's now a show and I'm curious to watch once I finish the books."
594,Caleb,1763596800000,This book was great ! The show on Apple TV is even better as well. Can’t wait to read/watch the rest of the series. Great action and some decent humor.
595,Danielle Matheny,1763596800000,Disaffected corporate robot who can't stop watching TV is such a great starting point. 😂 Can't wait to read the next one.
596,Sam,1763596800000,Excited to see what happens in the rest of this series. I found this book a bit predictable plot-wise. my-books
597,Spring Petunia,1763510400000,Murderbot is just a lil guy sci-fi
598,Gabrielle,1763510400000,"After getting through the start of this novella (where we were getting our bearings), it was well paced. It did not need a romance, which from me is probably saying something. The main character (Murderbot) was interesting to discover; they were shy, quirky and had a lot of feelings about having to interact with humans. Because of this I enjoyed how the supporting characters interacted with Murderbot. I found this was an engaging plot in an expansive world, and there seem to be so many possibilities for places this can go. The ending left me wanting more, I can see how despite not being incredibly invested right now due to the length of the novella, I could become immersed in the series."
599,misfantasyfiction ☆ﾟ.*･,1763510400000,"I loved this so much, it was so charming! full review to come <3 1 like"
600,Atimelessreader,1763510400000,3.5
601,Andrea Ariel,1763510400000,"I really loved All Systems Red. I found the protagonist, Muderbot, to be both hilarious and very relatable as someone who would also rather consume media (like this book) than go to my job. The novella is fast-paced and engaging, but the plot still feels well-fleshed out, and there's certainly more plot to come in the rest of the Murderbot series. I also really liked the commentary on capitalism in the book and the exploration of what our current capitalist system might look like in the future. Martha Wells also does a good job exploring who Murderbot is as a human-machine construct outside of human norms like gender while still making Murderbot a very ""human"" character. I'm excited to read the rest of the series!"
602,Taylor Grove,1763510400000,This was not what i thought it was gonna be… may have to continue on 1 like
603,Dan Edwards,1763510400000,Fun little book! Looking forward to reading the other entries.
604,Sophia,1763510400000,"solid 4 stars very fun, very good time. follows a human/bot construct that hacks its own oversight module in order to watch more tv (there's more to it but that's the gist). i love this little murderbot and its frustration with developing human emotions! 4 likes"
605,Toren,1763683200000,"2.8⭐️ Pretty easy read. Could have read it in one sitting but felt I didn’t want to rush it. Good enough for what it offers, and I did enjoy the ending enough to want to continue in the series. It’s good for those looking to dabble in sci-fi lit for the first time and want something as a manageable comfort read. The pros are rather simple, and might even be a better recommendation for a younger audience. But I did struggle to grasp the story at times. I didn’t feel it was always so clear, even with the audiobook accompanying the narration. I also think that having read this while also reading some more “complex” philosophically stimulating books like Asimov’s Foundation (+Dune being a favourite of mine for years now), as well as some non-fiction science books, I often had to remind myself to notice All System’s Red for what it is and avoid treating it as I feel it should be by comparison to other more notable works. I’m hoping to continue with Artificial Condition with that perspective in mind, and try to remember not to hold it to a different (higher) standard; instead I want to appreciate it for what it is or is trying to do, as a lighter read."
606,Megan S.,1763510400000,"🌟4.75 Read this. If you think you don’t like science fiction, read this and then reassess. Funny, heartwarming, a little dark, and incredibly relatable."
607,Emma,1764288000000,"I read this for class. I enjoyed the action and fast/paced feel, but some of it was a little odd and not really my usual reading style."
608,Alexandra Kim,1763510400000,good quick read! not usually my type of book but read it for book club and it was entertaining! had seen the apple tv series before which was over-riding my brain visuals a bit
609,Danielle Phillips,1763683200000,Super fun and short little novella. I enjoyed murderbot’s snark and internal dialogue a lot and found the story easy to follow. 2 likes
610,Torfinn Ingolfsen,1763510400000,I really liked it.
611,Zora Binks,1763510400000,A socially awkward robot who doesn’t want to be perceived by humans SAME Murderbot SAME!!! Excited to have found my new listening series!
612,emmie,1763510400000,pacing was meh but all around pretty entertaining
613,Angie S,1763510400000,"Quick and charming. I thought I was content with this one, but the last chunk made we want to read more in the series."
614,T Davidovsky,1763510400000,"Hilarious. Murderbot talks like an angsty teen on Tumblr, and as someone who was once an angsty teen on Tumblr, I am here for it. For the uninitiated, All Systems Red is about a cyborg/robot who names itself Murderbot after secretly hacking into their own government module in order to free itself from its own programming. As a result, it has to learn what it's like to have feelings, like anxiety. It also learns about navigating relationships and just being a sentient, partially-organic being with some degree of free will. All it wants to do is watch bad television and avoid prolonged social interactions, but unfortunately for Murderbot, it's still a security unit (SecUnit). That means it gets assigned guard duty on dangerous missions, so there are serious stakes in this book. Also, the fact that Murderbot hacked into their own government module needs to be kept a secret. So it not only has to keep everyone on their mission alive, but also has to act normal. And unfortunately, socially anxious cyborgs aren't the best actors in the world. What ensues is very funny. It also raises important questions about relationships and what it means to be sentient. And underneath that, there's critique of corporate entities, which I imagine will get less subtle in later books. There's an element of both hopepunk and grit in here. Hopepunk, because there are collectivized and democratized planets that have completely reimagined how to organize society without problematic hierarchies, and I imagine we might see more of these societies in later books. But still gritty, because outside those hippy planets, there are corporate overlords worth fighting against."
615,Hristina,1763510400000,"I enjoyed this much more than I thought I would. It was very entertaining but a bit too short, a little rushed in some sections. I wish it would've expanded more on certain topics, which is why I didn't rate it 5 stars. I'm eager to read the next book in the series"
616,Kavita Favelle,1763510400000,"Read the set from #1 to #7 back to back during a recent holiday. Loved the whole lot, adore Murderbot, love the supplementary casts, especially ART. Brilliant throughout! sci-fi-fantasy"
617,Jesús,1763510400000,"Muy rápido y divertido de leer, una combinación de géneros distinta. Muy recomendable. Me gusta mucho como está escrito el protagonista."
618,Bibliotecario De Arbelon,1763510400000,"“Tots els Sistemes en vermell” (primer volumen de Los diarios de Matabot) es una novela corta que combina ciencia ficción, humor y reflexión sobre la propia existencia. En ella, conocemos a Matabot, una Seg-Unidad —un androide creado para proteger a los humanos durante expediciones— que ha hackeado su propio módulo de control para evitar convertirse en una máquina de matar. En vez de obedecer sin cuestionar, dedica su tiempo libre a ver series. La historia se desarrolla en un lejano planeta, donde Matabot acompaña a un grupo de científicos. Su misión se complica cuando otro equipo desaparece, lo que obliga a Matabot y sus humanos a investigar el extraño suceso por sí mismos. Pero más allá del misterio sobre el que gira la trama, el verdadero atractivo es el propio Matabot como narrador: su voz interior es sarcástica, cargada de ironía, profundamente introvertida y con una ansiedad social que lo hace sorprendentemente humano y con el que es fácil sentirse identificado. A pesar de su apariencia letal, Matabot se muestra con muchas inseguridades, dubitativo en su relación con los humanos aunque haya devorado centenares de horas de telenovelas para aprender sus maneras de hacer las cosas. Esta contradicción entre su potencia física y su vulnerabilidad emocional convierte al personaje en algo más que un simple robot de acción. Además, el relato entra en temas más profundos como el libre albedrío o la identidad, sin perder un ritmo ágil ni su tono irónico. Siendo una novela corta que engancha sin necesidad de grandes giros de guión o escenas repletas de acción. Por lo que si te interesa una ciencia ficción ligera pero con peso emocional y un androide con crisis existenciales, “Tots els Sistemes en Vermell” es una lectura muy recomendable. 12 likes"
619,Andrea,1763424000000,"This was totally not my typical book. But I had DNFd the last 3 or 4 “typical” books I figured this couldn’t be any worse. And I actually found it engaging and interesting. I really liked that it was told from the point of view of the “hired help.” My biggest disappointment was when I looked down and saw it was only 3 hours long! That’s not a book, that’s an article. So I took one star off bc that feels like a cop out for an author to cut the story into several 100 page novellas. Might as well make it a graphic novel while you’re at it. But yes, I put the 2nd and 3rd on hold…"
620,Hedi,1763424000000,"Flawless from page one- short, sharp and impossible to top.. A perfect first contact with murderbot! favourite novella science-fiction"
621,Connor Fortin,1763424000000,"Such a fun, quick, compelling read with some amazing storytelling and a fun narrator. I found the murderbot to be a relatable character and had an intriguing story and viewpoint of ""life"" that made for many interesting quotes and moments. I'll be interested to read more of this series moving forward. downtown on-the-bookshelf school"
622,Stephanie,1763424000000,"I loved the TV series so as soon as I was able to, I wanted to start the book series because I knew I would love it just as much and I was right! What a fabulous first book in what I just know is going to be an incredible series. Can't wait to dive into the next one! 1 comment"
623,Aelv13,1763424000000,"Enjoyed it but felt weird to read having seen the show first, so it would be higher rated if not for that"
624,Savannah Price,1764201600000,he’s just a guy
625,Chaiteatea,1763424000000,4 stars. Tandem read with audio and the narrator was great on anything over 1.5x. This was simple but fun! I enjoyed seeing the beginnings of Murderbot and the ending was a bit bittersweet. Overall I liked it but I do feel like something was missing or lacking in the story. Will continue the series however! 2025-reads tandem-reads
626,T,1763424000000,"Adventure novella with a side of ethics! Quick, fun read. I enjoyed the audiobook (the one I listened to is the one with only one reader.) audio"
627,Vyusti Kumaar,1763424000000,"A 4.5, maybe even a 5?? Hooked from page 1—from para 1 i might even say. The pov of murderbot is hilarious and painfully relatable. For just that reason, this book might have become one of my top reads this year. Then the plot comes in and omg if my heartbeat could be recorded as I read this novella, I would present it as evidence in lieu of stating to the court that my ass was CLENCHED about page 20 onwards. The pacing is quick, and while there are breathers, the atmosphere of tension does not let up. I was almost disappointed at the resolution then, until I wasn't— never let them know your next move murderbot, good for you. Great writing just hits different— this was the most enjoyable reading experience of the year for me so far. This succeeded in doing what many pieces of media have failed to do this year: to borrow murderbot's sentiments, distract me when reality was too intrusive. I appreciate the 2 hour break when i was in an alien planet where i thought things would go horribly wrong the whole time- thanks i needed that. This is a series, and this was a hell of a start. should i get my hopes up,,,,hmmmmmmmmmmmmmmmmmmm favorites 1 like"
628,Jeni,1763424000000,"All Systems Red, the first novella in Wells’ Murderbot Diaries, series tells the story about an AI unit assigned to a team of scientists who have traveled to a planet to test native elements. When another scientific party on the planet goes silent, the AI unit, which calls itself Murderbot, helps the original team investigate. Murderbot would really rather stream action adventures and isolate. However, the unit unwillingly becomes part of the team as they look into what’s happening on the planet and attempt to survive unanticipated threats. This story, told from the Murderbot’s perspective, makes one think about how humanity could be blindly adopting AI without regard to the possible feelings and emotions that “created” tech may eventually have. Hats off to Wells for exploring this topic in such a humorous, yet poignant manner. I can’t wait to read the series’ next novella, Artificial Condition."
629,Ameya,1763424000000,"A distant survey mission with a self-aware security android. The story takes place on a distant planet where a small survey team studies the terrain under the supervision of a SecUnit—Murderbot—an android with hacked governance modules. This setup creates a world run by contracted corporations, where safety and information depend on whatever a company chooses to fund. The contrast between the human scientists and Murderbot’s private, self-aware commentary gives the book its appeal. The premise is strong: an artificial construct trying to manage human responsibility while avoiding emotional involvement. The pacing is quick, and the action scenes keep the plot moving, but the novella doesn’t explore the planet, the corporation, or Murderbot’s inner conflict in much detail. The result is a light reading experience that hints at bigger ideas without spending much time on them. The novella introduced an interesting premise, but its short length keeps the characters, world, and themes at arm’s length. Without the depth the premise suggested, the book didn’t develop the ideas it hinted, and at lost me at times. This review also appears in https://thereadersvault.blogspot.com/...."
630,Kimberly,1763942400000,"3.5 ⭐️ rounded down for GR. I picked this up since there's a TV series, and a friend recommended it. This was a quick and easy to follow story on audio. While I enjoyed it, something was missing for me - maybe the development of side characters?!? Granted, I also recognize that in a shorter story, that could prove to be difficult. I will continue with the series though."
631,Bella,1763424000000,actual rating: 3.5 stars gifted read-in-1-sitting 28 likes
632,Makenzie Macy,1763424000000,"Aye yes, a cozy fantasy mixed with robots and murder. I love it. 1 like"
633,Roland,1763424000000,"Very fun and quick read, excited to continue the adventures of Murderbot. This first installment was thrilling. I really like the quirkiness and introverted personality of Murderbot. I can totally understand why a lot of people find him relatable."
634,Katie,1763424000000,"Very engaging, and left me wanting way more! 2025-abc-challenge owned-phys-or-dig 1 like"
635,Adam B,1763424000000,"All Systems Red is a quick, fun sci-fi story. The universe is dystopian, but the story itself doesn’t feel heavy. The main character is a genderless security bot (but a relatable character) that hacked its own system mostly wants to be left alone to watch TV. At around 150 pages, it’s easy to finish and still offers plenty to talk about, so it's good for book clubs."
636,Michelle Blau,1765324800000,Almost DNF’d I was so bored. 1 like
637,Mauve Dubé,1763337600000,I loved it! Nice format and I was hooked the whole time. Looking forward to reading the next one. 1 like
638,Michelle,1763337600000,This was so good. My favorite part was how much content the robot man wanted to consume. Like wow so relatable can I just watch my show? 3 likes
639,Cynthia Zepeda,1763337600000,"This one was available as graphic audio, and it did not disappoint. Science fiction isn’t usually my jam, but this story kept me interested the whole way through. I really enjoyed the character Murderbot his personality and lack of it as well cause he is a robot. At only about 3 hours, the audio was a super quick listen, and honestly, I wanted more! The ending wrapped up so suddenly that I actually wondered if I missed something. It left me hanging in a way that was both frustrating and a little funny. Overall, it was good fast paced, engaging, and different from what I normally read. I just wish there had been a little more to the story!"
640,Tom Harwood,1763337600000,"An easy read, sci-fi light, but really enjoyed it! Each chapter I wanted to know what happens next. Looking forward to reading the next book! 5 stars! 1 like"
641,Kristen,1763337600000,it was okay!! nothing to write home about 2 likes
642,Rebecca,1763337600000,"Wonderful series! Funny, fast paced with a witty and long suffering main character that you are immediately rooting for. I can’t wait to read the next one!"
643,Mark Noizumi,1763337600000,Short and entertaining. It's a good start to a series called Murderbot Diaries.
644,Sara,1763337600000,"there's something so magical about novellas that I've been discovering this year. in a compact space, not unlike a short story, there's so much world, heart, and character explored, and I couldn't get enough of it. there's a surprising amount of humanity in every bit of this book, and a piece of relatability with a lot of murderbot's thoughts. a remarkable work of speculative fiction for sure, and it's very clear why this series is so well loved, and so highly recommended. I really enjoyed this! the style was brimming with a perfect blend of human and robot, with so much depth of feeling and the beginnings of complex explorations into themes like defining humanity and the value of life in the face of corporate greed. fantastic! and such an easy read too, to the point where I want to recommend it as an introduction into sci fi for readers not engrossed in the genre. I look forward to picking up more of this series, and continuing my exploration into novellas!"
645,Kelly Welch,1763337600000,Super short and easy. Enjoyed and was entertained but wasn’t life altering.
646,Eric Treuden,1763337600000,"I know not all book-ones are great, but I was pretty disappointed in this one. It was a very quick read but, in my opinion, was almost *too* quick. This series is wildly popular, so I'm sure it gets better, but I was left unimpressed by the pacing and by how little character development there was amongst ... every character."
647,Angelina,1763337600000,"All Systems Red is an interesting sci-fi read. It was entertaining to read a novel that focused on the point of view of an artificial intelligence in a futuristic setting. Readers had the chance to imagine what robots and cyborgs might think about humans, their roles, and the world. Wells was able to bring Murderbot to life and brought out very humanistic qualities to something that is not human. Overall, I enjoyed this novel and would consider reading the second book in the series."
648,Thomas Zwartveld,1763337600000,"I would rate this a 3.5. It feels like an introduction, which it of course is. It is a promising set up for a more in depth longer story. If the other books provide that this could shoot up in rating, but on its own it is a quick fun read without too much special going on. Mutderbot is intriguing, which makes me want to read the other parts. I suppose that is all you can ask of an intro book."
